gene_id	gene_name	number_of_cells_expressed
ENSG00000143537	ADAM15	1553057
ENSG00000177369	FLJ40194	1552529
ENSG00000148335	NTMT1	1552211
ENSG00000172366	MCRIP2	1551973
ENSG00000148308	GTF3C5	1551503
ENSG00000100564	PIGH	1551455
ENSG00000185753	CXorf38	1550691
ENSG00000172375	C2CD2L	1550360
ENSG00000235450	ENSG00000235450.1	1550105
ENSG00000172053	QARS1	1550097
ENSG00000166750	SLFN5	1549699
ENSG00000135272	MDFIC	1549564
ENSG00000176046	NUPR1	1549552
ENSG00000102383	ZDHHC15	1549494
ENSG00000118785	SPP1	1549414
ENSG00000100226	GTPBP1	1549043
ENSG00000243554	CCZ1P1	1549024
ENSG00000169047	IRS1	1548989
ENSG00000154721	JAM2	1548897
ENSG00000178573	MAF	1548617
ENSG00000163900	TMEM41A	1548078
ENSG00000188732	FAM221A	1547950
ENSG00000274422	ENSG00000274422.1	1547849
ENSG00000103042	SLC38A7	1547645
ENSG00000183337	BCOR	1547600
ENSG00000108829	LRRC59	1547575
ENSG00000179361	ARID3B	1546311
ENSG00000100106	TRIOBP	1546159
ENSG00000004777	ARHGAP33	1545937
ENSG00000178996	SNX18	1545832
ENSG00000134049	IER3IP1	1545496
ENSG00000086504	MRPL28	1545299
ENSG00000242802	AP5Z1	1545292
ENSG00000172977	KAT5	1545155
ENSG00000103168	TAF1C	1544817
ENSG00000259673	IQCH-AS1	1544573
ENSG00000146842	TMEM209	1544326
ENSG00000177542	SLC25A22	1544321
ENSG00000223732	ENSG00000223732.2	1544001
ENSG00000130517	PGPEP1	1543808
ENSG00000213123	DYNLT2B	1543164
ENSG00000146216	TTBK1	1543113
ENSG00000231609	EHBP1-AS1	1542949
ENSG00000011007	ELOA	1542852
ENSG00000130023	ERMARD	1542756
ENSG00000184470	TXNRD2	1542462
ENSG00000119917	IFIT3	1542364
ENSG00000049323	LTBP1	1542200
ENSG00000151849	CENPJ	1541333
ENSG00000087111	PIGS	1541318
ENSG00000164669	INTS4P1_ENSG00000164669	1541062
ENSG00000174871	CNIH2	1540989
ENSG00000023572	GLRX2	1540749
ENSG00000008311	AASS	1540486
ENSG00000116741	RGS2	1540412
ENSG00000204954	UQCC6	1540346
ENSG00000171772	SYCE1	1540095
ENSG00000272690	LINC02018	1539923
ENSG00000129521	EGLN3	1539011
ENSG00000164105	SAP30	1538504
ENSG00000166250	CLMP	1538159
ENSG00000165795	NDRG2	1538145
ENSG00000162614	NEXN	1538086
ENSG00000157693	TMEM268	1537776
ENSG00000101353	MROH8	1537737
ENSG00000186635	ARAP1	1537710
ENSG00000135929	CYP27A1	1537402
ENSG00000188596	CFAP54	1537097
ENSG00000124784	RIOK1	1536765
ENSG00000006634	DBF4	1536643
ENSG00000163297	ANTXR2	1536125
ENSG00000236204	LINC01376	1535865
ENSG00000233757	ZNF892	1535571
ENSG00000189058	APOD	1535026
ENSG00000160714	UBE2Q1	1534812
ENSG00000223727	ENSG00000223727.6	1534589
ENSG00000136816	TOR1B	1534449
ENSG00000215158	GUSBP18	1533763
ENSG00000164877	MICALL2	1533505
ENSG00000185808	PIGP	1533486
ENSG00000116221	MRPL37	1533458
ENSG00000100522	GNPNAT1	1533267
ENSG00000175634	RPS6KB2	1532930
ENSG00000263072	ZNF213-AS1	1532873
ENSG00000122584	NXPH1	1532645
ENSG00000111554	MDM1	1532449
ENSG00000130826	DKC1	1532100
ENSG00000120756	PLS1	1531997
ENSG00000153902	LGI4	1531305
ENSG00000138658	ZGRF1	1531158
ENSG00000114491	UMPS	1531092
ENSG00000125753	VASP	1530896
ENSG00000103037	SETD6	1530247
ENSG00000226367	ST7-AS2	1530155
ENSG00000186862	PDZD7	1530005
ENSG00000164620	RELL2	1529940
ENSG00000196976	LAGE3	1529859
ENSG00000204386	NEU1	1529326
ENSG00000125485	DDX31	1528926
ENSG00000112309	B3GAT2	1528884
ENSG00000175854	SWI5	1528706
ENSG00000197461	PDGFA	1528506
ENSG00000178927	CYBC1	1528361
ENSG00000164068	RNF123	1528021
ENSG00000287117	ENSG00000287117.1	1527860
ENSG00000204767	INSYN2B	1527803
ENSG00000145604	SKP2	1527585
ENSG00000070814	TCOF1	1527530
ENSG00000148814	LRRC27	1527128
ENSG00000013016	EHD3	1527035
ENSG00000154813	DPH3	1526719
ENSG00000196150	ZNF250	1526575
ENSG00000152380	FAM151B	1526559
ENSG00000124733	MEA1	1526518
ENSG00000115461	IGFBP5	1526377
ENSG00000101363	MANBAL	1526346
ENSG00000065485	PDIA5	1526228
ENSG00000226067	LINC00623	1525366
ENSG00000143772	ITPKB	1525201
ENSG00000070159	PTPN3	1525037
ENSG00000122783	CYREN	1523866
ENSG00000287683	ENSG00000287683.1	1523799
ENSG00000025708	TYMP	1523660
ENSG00000176490	DIRAS1	1523654
ENSG00000158863	FHIP2B	1523262
ENSG00000284052	ENSG00000284052.1	1523132
ENSG00000145979	TBC1D7	1522881
ENSG00000256591	ENSG00000256591.5	1522710
ENSG00000139266	MARCHF9	1522338
ENSG00000147457	CHMP7	1522263
ENSG00000198925	ATG9A	1521521
ENSG00000171984	SHLD1	1520580
ENSG00000174945	AMZ1	1520192
ENSG00000285708	ENSG00000285708.1	1520074
ENSG00000277072	STAG3L2	1519415
ENSG00000121060	TRIM25	1518825
ENSG00000126461	SCAF1	1518688
ENSG00000170854	RIOX2	1518576
ENSG00000182552	RWDD4	1518480
ENSG00000169217	CD2BP2	1517623
ENSG00000174446	SNAPC5	1517302
ENSG00000168661	ZNF30	1517189
ENSG00000064545	TMEM161A	1516155
ENSG00000162419	GMEB1	1516128
ENSG00000148218	ALAD	1516083
ENSG00000167578	RAB4B	1516012
ENSG00000215039	CD27-AS1	1515349
ENSG00000165181	SHOC1	1515109
ENSG00000164270	HTR4	1514590
ENSG00000107021	TBC1D13	1514128
ENSG00000183092	BEGAIN	1513922
ENSG00000168569	TMEM223	1513368
ENSG00000099715	PCDH11Y	1513204
ENSG00000136877	FPGS	1512976
ENSG00000251294	ENSG00000251294.1	1512903
ENSG00000108423	TUBD1	1512675
ENSG00000116685	KIAA2013	1512421
ENSG00000289084	ENSG00000289084.1	1512190
ENSG00000215845	TSTD1	1511682
ENSG00000163888	CAMK2N2	1511639
ENSG00000170322	NFRKB	1511531
ENSG00000116396	KCNC4	1511263
ENSG00000156136	DCK	1511195
ENSG00000117151	CTBS	1510473
ENSG00000198863	RUNDC1	1510295
ENSG00000247137	ANKRD42-DT	1510039
ENSG00000166452	AKIP1	1509950
ENSG00000164946	FREM1	1509822
ENSG00000115963	RND3	1509706
ENSG00000015133	CCDC88C	1509029
ENSG00000105708	ZNF14	1508794
ENSG00000163406	SLC15A2	1508727
ENSG00000172380	GNG12	1508711
ENSG00000162772	ATF3	1508671
ENSG00000118600	RXYLT1	1508580
ENSG00000089818	NECAP1	1508526
ENSG00000233058	ATP13A3-DT	1508507
ENSG00000167987	VPS37C	1508364
ENSG00000198498	TMA16	1508074
ENSG00000119669	IRF2BPL	1508008
ENSG00000172009	THOP1	1507394
ENSG00000132313	MRPL35	1507353
ENSG00000187522	HSPA14	1506999
ENSG00000165684	SNAPC4	1506893
ENSG00000183960	KCNH8	1506812
ENSG00000213625	LEPROT	1506322
ENSG00000189108	IL1RAPL2	1505957
ENSG00000005075	POLR2J	1505906
ENSG00000007264	MATK	1505789
ENSG00000171450	CDK5R2	1505743
ENSG00000287482	ENSG00000287482.1	1505248
ENSG00000165782	PIP4P1	1505037
ENSG00000182195	LDOC1	1505000
ENSG00000147874	HAUS6	1504466
ENSG00000134597	RBMX2	1504278
ENSG00000100346	CACNA1I	1504219
ENSG00000156140	ADAMTS3	1503313
ENSG00000130695	CEP85	1503310
ENSG00000115232	ITGA4	1503016
ENSG00000170419	VSTM2A	1502128
ENSG00000067182	TNFRSF1A	1501735
ENSG00000213246	SUPT4H1	1501529
ENSG00000161692	DBF4B	1501412
ENSG00000140332	TLE3	1501164
ENSG00000127334	DYRK2	1500662
ENSG00000169064	ZBBX	1500601
ENSG00000112640	PPP2R5D	1500536
ENSG00000241316	SUCLG2-DT	1500425
ENSG00000103496	STX4	1500222
ENSG00000135446	CDK4	1500121
ENSG00000132164	SLC6A11	1499799
ENSG00000103495	MAZ	1499672
ENSG00000180479	ZNF571	1499435
ENSG00000132361	CLUH	1499290
ENSG00000119383	PTPA	1498284
ENSG00000131398	KCNC3	1497837
ENSG00000182700	IGIP	1497375
ENSG00000140470	ADAMTS17	1497322
ENSG00000122481	RWDD3	1496627
ENSG00000068831	RASGRP2	1495992
ENSG00000174851	YIF1A	1495635
ENSG00000169592	INO80E	1495571
ENSG00000118307	DNAI7	1495298
ENSG00000286685	ENSG00000286685.3	1495235
ENSG00000264630	PRKCA-AS1	1495010
ENSG00000131779	PEX11B	1494958
ENSG00000160783	PMF1	1494684
ENSG00000147852	VLDLR	1494507
ENSG00000268163	ENSG00000268163.1	1494445
ENSG00000239911	PRKAG2-AS1	1494249
ENSG00000129055	ANAPC13	1494104
ENSG00000166478	ZNF143	1493808
ENSG00000173039	RELA	1493467
ENSG00000135144	DTX1	1493149
ENSG00000143119	CD53	1493049
ENSG00000100413	POLR3H	1492485
ENSG00000196338	NLGN3	1492298
ENSG00000125257	ABCC4	1491680
ENSG00000273015	LINC00938	1491197
ENSG00000081721	DUSP12	1490990
ENSG00000160917	CPSF4	1490391
ENSG00000226471	ENSG00000226471.7	1490320
ENSG00000269190	FBXO17	1489387
ENSG00000254087	LYN	1489308
ENSG00000123064	DDX54	1488937
ENSG00000205765	RIMOC1	1488766
ENSG00000175467	SART1	1488588
ENSG00000177963	RIC8A	1487846
ENSG00000076067	RBMS2	1487572
ENSG00000065183	WDR3	1487531
ENSG00000223865	HLA-DPB1	1487303
ENSG00000010626	LRRC23	1487259
ENSG00000155252	PI4K2A	1486853
ENSG00000116514	RNF19B	1486831
ENSG00000258667	HIF1A-AS3	1486451
ENSG00000107672	NSMCE4A	1486004
ENSG00000180096	SEPTIN1	1485993
ENSG00000003096	KLHL13	1485692
ENSG00000130005	GAMT	1485569
ENSG00000231606	ENSG00000231606.2	1485569
ENSG00000237651	C2orf74	1485143
ENSG00000108591	DRG2	1485044
ENSG00000121578	B4GALT4	1484873
ENSG00000228061	ENSG00000228061.7	1484698
ENSG00000059769	DNAJC25	1484553
ENSG00000079432	CIC	1484372
ENSG00000116151	MORN1	1484180
ENSG00000170271	FAXDC2	1484127
ENSG00000169682	SPNS1	1484036
ENSG00000234336	JAZF1-AS1	1483749
ENSG00000229017	LINC01277	1483390
ENSG00000101343	CRNKL1	1483299
ENSG00000169016	E2F6	1483278
ENSG00000122733	PHF24	1483270
ENSG00000080947	CROCCP3_ENSG00000080947	1482986
ENSG00000158234	FAIM	1482928
ENSG00000168481	LGI3	1482874
ENSG00000105516	DBP	1482784
ENSG00000169221	TBC1D10B	1482550
ENSG00000095906	NUBP2	1482365
ENSG00000119723	COQ6	1482230
ENSG00000260708	TBC1D22A-DT	1481597
ENSG00000072682	P4HA2	1481403
ENSG00000139641	ESYT1	1481346
ENSG00000071889	FAM3A	1481321
ENSG00000154874	CCDC144BP_ENSG00000154874	1481011
ENSG00000100599	RIN3	1480944
ENSG00000019485	PRDM11	1480742
ENSG00000198728	LDB1	1480676
ENSG00000182253	SYNM	1480610
ENSG00000165716	DIPK1B	1479886
ENSG00000185215	TNFAIP2	1479729
ENSG00000136490	LIMD2	1479323
ENSG00000176105	YES1	1478909
ENSG00000187772	LIN28B	1478894
ENSG00000170340	B3GNT2	1478857
ENSG00000111845	PAK1IP1	1478427
ENSG00000127337	YEATS4	1478185
ENSG00000142867	BCL10	1477652
ENSG00000160539	PLPP7	1477214
ENSG00000234593	KAZN-AS1	1476965
ENSG00000198771	RCSD1	1476422
ENSG00000123136	DDX39A	1476164
ENSG00000101974	ATP11C	1474948
ENSG00000090539	CHRD	1474614
ENSG00000196639	HRH1	1474304
ENSG00000077420	APBB1IP	1473963
ENSG00000179397	CATSPERE	1473939
ENSG00000133422	MORC2	1473865
ENSG00000096070	BRPF3	1473664
ENSG00000070761	CFAP20	1473528
ENSG00000082684	SEMA5B	1473513
ENSG00000205423	CNEP1R1	1473176
ENSG00000275342	PRAG1	1473093
ENSG00000101384	JAG1	1473022
ENSG00000283154	IQCJ-SCHIP1	1472636
ENSG00000262155	LINC02175	1472544
ENSG00000242294	STAG3L5P_ENSG00000242294	1472231
ENSG00000179588	ZFPM1	1471584
ENSG00000058804	NDC1	1471503
ENSG00000134539	KLRD1	1471271
ENSG00000155366	RHOC	1471056
ENSG00000100124	ANKRD54	1470769
ENSG00000146909	NOM1	1470663
ENSG00000113456	RAD1	1470632
ENSG00000196218	RYR1	1469634
ENSG00000156469	MTERF3	1468932
ENSG00000131148	EMC8	1468774
ENSG00000107404	DVL1	1468755
ENSG00000105849	POLR1F	1468685
ENSG00000174405	LIG4	1468372
ENSG00000285664	ENSG00000285664.2	1468367
ENSG00000188687	SLC4A5	1468263
ENSG00000184702	SEPTIN5	1468144
ENSG00000182481	KPNA2	1467565
ENSG00000084693	AGBL5	1467061
ENSG00000264247	ZNF407-AS1	1466950
ENSG00000242616	GNG10	1466910
ENSG00000185615	PDIA2	1466683
ENSG00000131188	PRR7	1466314
ENSG00000135077	HAVCR2	1466281
ENSG00000075131	TIPIN	1466255
ENSG00000181690	PLAG1	1466252
ENSG00000167306	MYO5B	1466042
ENSG00000198908	GPRASP3	1465928
ENSG00000257218	GATC	1465907
ENSG00000042813	ZPBP	1465889
ENSG00000213064	SFT2D2	1465860
ENSG00000123836	PFKFB2	1465229
ENSG00000116017	ARID3A	1464027
ENSG00000136960	ENPP2	1463752
ENSG00000185250	PPIL6	1463518
ENSG00000176476	SGF29	1463415
ENSG00000165626	BEND7	1463378
ENSG00000140006	WDR89	1463138
ENSG00000168872	DDX19A	1462865
ENSG00000256087	ZNF432	1462815
ENSG00000105854	PON2	1462655
ENSG00000243667	DNAAF10	1462417
ENSG00000249937	LINC02223	1461952
ENSG00000135473	PAN2	1461845
ENSG00000168546	GFRA2	1461742
ENSG00000286190	ENSG00000286190.2	1461619
ENSG00000147027	TMEM47	1461526
ENSG00000114656	CFAP92	1461330
ENSG00000143436	MRPL9	1460884
ENSG00000138193	PLCE1	1460846
ENSG00000080603	SRCAP	1460567
ENSG00000246705	H2AJ	1460488
ENSG00000117620	SLC35A3	1460481
ENSG00000163430	FSTL1	1460356
ENSG00000167461	RAB8A	1460268
ENSG00000164978	NUDT2	1460247
ENSG00000214216	IQCJ	1459799
ENSG00000100897	DCAF11	1459697
ENSG00000167775	CD320	1459215
ENSG00000010318	PHF7	1459160
ENSG00000287555	ENSG00000287555.1	1458541
ENSG00000228740	GABRG3-AS1	1457931
ENSG00000163626	COX18	1457801
ENSG00000169991	IFFO2	1457498
ENSG00000171608	PIK3CD	1457432
ENSG00000185432	METTL7A	1457215
ENSG00000142327	RNPEPL1	1456958
ENSG00000187715	KBTBD12	1456899
ENSG00000121864	ZNF639	1456580
ENSG00000170291	ELP5	1456543
ENSG00000102699	PARP4	1456175
ENSG00000178031	ADAMTSL1	1455895
ENSG00000251034	ENSG00000251034.2	1455871
ENSG00000163002	NUP35	1455753
ENSG00000105472	CLEC11A	1455364
ENSG00000184949	FAM227A	1455362
ENSG00000179918	SEPHS2	1455291
ENSG00000100479	POLE2	1455140
ENSG00000183308	ENSG00000183308.6	1455016
ENSG00000130244	FAM98C	1454966
ENSG00000095397	WHRN	1454851
ENSG00000233937	CTC-338M12.4	1454554
ENSG00000182362	YBEY	1453833
ENSG00000116016	EPAS1	1453668
ENSG00000166169	POLL	1453476
ENSG00000101160	CTSZ	1453341
ENSG00000110108	TMEM109	1453073
ENSG00000189350	TOGARAM2	1452049
ENSG00000068028	RASSF1	1451749
ENSG00000198356	GET3	1451425
ENSG00000172432	GTPBP2	1450843
ENSG00000285184	ENSG00000285184.5	1450830
ENSG00000256661	A2ML1-AS1	1450814
ENSG00000223768	LINC00205	1450583
ENSG00000197056	ZMYM1	1450539
ENSG00000013583	HEBP1	1450277
ENSG00000177868	SVBP	1450091
ENSG00000107185	RGP1	1450026
ENSG00000206149	HERC2P9_ENSG00000206149	1449919
ENSG00000255545	B3GAT1-DT	1449884
ENSG00000133805	AMPD3	1449827
ENSG00000123297	TSFM	1449752
ENSG00000239801	DENND6A-AS1	1449712
ENSG00000013288	MAN2B2	1449505
ENSG00000095370	SH2D3C	1449485
ENSG00000228782	ENSG00000228782.10	1449127
ENSG00000100395	L3MBTL2	1449113
ENSG00000184887	BTBD6	1448710
ENSG00000091592	NLRP1	1447926
ENSG00000152910	CNTNAP4	1447492
ENSG00000243646	IL10RB	1447483
ENSG00000130479	MAP1S	1447342
ENSG00000197044	ZNF441	1446673
ENSG00000155530	LRGUK	1446447
ENSG00000147124	ZNF41	1446358
ENSG00000186104	CYP2R1	1446173
ENSG00000123131	PRDX4	1446136
ENSG00000249806	ENSG00000249806.1	1445983
ENSG00000205838	TTC23L	1445896
ENSG00000110171	TRIM3	1445445
ENSG00000172671	ZFAND4	1445359
ENSG00000288597	ENSG00000288597.1	1445228
ENSG00000105671	DDX49	1445041
ENSG00000259595	CTDSPL2-DT	1444801
ENSG00000111261	MANSC1	1444324
ENSG00000116954	RRAGC	1444112
ENSG00000281392	LINC00506	1443807
ENSG00000128482	RNF112	1443687
ENSG00000241370	RPP21	1443401
ENSG00000171680	PLEKHG5	1443387
ENSG00000196247	ZNF107	1443340
ENSG00000111664	GNB3	1443183
ENSG00000104267	CA2	1442860
ENSG00000205544	TMEM256	1442697
ENSG00000237037	NDUFA6-DT	1442447
ENSG00000069188	SDK2	1442431
ENSG00000225339	ENSG00000225339.4	1442186
ENSG00000033050	ABCF2	1442072
ENSG00000079308	TNS1	1441698
ENSG00000213626	LBH	1441357
ENSG00000183077	AFMID	1440829
ENSG00000228623	ZNF883	1440636
ENSG00000171928	TVP23B	1440237
ENSG00000136940	PDCL	1440043
ENSG00000110200	ANAPC15	1439728
ENSG00000006744	ELAC2	1439617
ENSG00000283982	ENSG00000283982.1	1439315
ENSG00000204177	BMS1P1_ENSG00000204177	1438934
ENSG00000235978	ENSG00000235978.8	1438315
ENSG00000125967	NECAB3	1437890
ENSG00000232878	DPYD-AS1	1437648
ENSG00000183309	ZNF623	1437190
ENSG00000226686	LINC01535	1436888
ENSG00000007402	CACNA2D2	1436814
ENSG00000136271	DDX56	1436612
ENSG00000187187	ZNF546	1436459
ENSG00000133460	SLC2A11	1435919
ENSG00000169689	CENPX	1435873
ENSG00000185187	SIGIRR	1435766
ENSG00000136108	CKAP2	1435753
ENSG00000105325	FZR1	1435700
ENSG00000110011	DNAJC4	1435492
ENSG00000163156	SCNM1	1435405
ENSG00000165030	NFIL3	1435363
ENSG00000221838	AP4M1	1435023
ENSG00000130821	SLC6A8	1434309
ENSG00000063761	ADCK1	1434190
ENSG00000178935	ZNF552	1433561
ENSG00000181264	TLCD5	1433553
ENSG00000259564	ENSG00000259564.2	1433094
ENSG00000108370	RGS9	1432916
ENSG00000112763	BTN2A1	1432364
ENSG00000079313	REXO1	1432167
ENSG00000284959	ENSG00000284959.3	1432005
ENSG00000089060	SLC8B1	1431934
ENSG00000157778	PSMG3	1431788
ENSG00000085644	ZNF213	1431766
ENSG00000101220	ADISSP	1431158
ENSG00000071575	TRIB2	1430911
ENSG00000149577	SIDT2	1430439
ENSG00000138669	PRKG2	1430408
ENSG00000203950	RTL8A	1430009
ENSG00000185000	DGAT1	1429672
ENSG00000124782	RREB1	1429614
ENSG00000136783	NIPSNAP3A	1428642
ENSG00000204257	HLA-DMA	1428024
ENSG00000137285	TUBB2B	1427883
ENSG00000103245	CIAO3	1427878
ENSG00000168283	BMI1	1427219
ENSG00000154914	USP43	1426819
ENSG00000173264	GPR137	1426729
ENSG00000204264	PSMB8	1426426
ENSG00000167291	TBC1D16	1426366
ENSG00000077454	LRCH4	1426347
ENSG00000203865	ATP1A1-AS1	1425726
ENSG00000160201	U2AF1	1425596
ENSG00000173327	MAP3K11	1425299
ENSG00000067445	TRO	1424913
ENSG00000261971	MMP25-AS1	1424834
ENSG00000006194	ZNF263	1424727
ENSG00000183207	RUVBL2	1424699
ENSG00000198590	APRG1	1424278
ENSG00000118960	HS1BP3	1424236
ENSG00000196678	ERI2	1424212
ENSG00000240682	ISY1	1423933
ENSG00000164823	OSGIN2	1423811
ENSG00000015479	MATR3_ENSG00000015479	1423633
ENSG00000171135	JAGN1	1423196
ENSG00000160408	ST6GALNAC6	1423119
ENSG00000111737	RAB35	1422755
ENSG00000247092	SNHG10	1422665
ENSG00000079616	KIF22	1422485
ENSG00000273344	PAXIP1-DT	1422377
ENSG00000113361	CDH6	1422161
ENSG00000178971	CTC1	1421831
ENSG00000162616	DNAJB4	1421794
ENSG00000189171	S100A13	1421624
ENSG00000085760	MTIF2	1421512
ENSG00000185985	SLITRK2	1421218
ENSG00000196126	HLA-DRB1	1420690
ENSG00000118308	IRAG2	1420614
ENSG00000183527	PSMG1	1420323
ENSG00000112667	DNPH1	1420274
ENSG00000156453	PCDH1	1419998
ENSG00000230424	EMC1-AS1	1419799
ENSG00000260630	SNAI3-AS1	1419787
ENSG00000233098	CCDC144NL-AS1	1419528
ENSG00000225096	ENSG00000225096.3	1419025
ENSG00000126709	IFI6	1418981
ENSG00000180777	ANKRD30B	1418794
ENSG00000117602	RCAN3	1418343
ENSG00000070047	PHRF1	1418226
ENSG00000114812	VIPR1	1418141
ENSG00000167797	CDK2AP2	1417761
ENSG00000263874	LASP1NB	1417671
ENSG00000223960	CHROMR	1416586
ENSG00000189319	FAM53B	1416393
ENSG00000136161	RCBTB2	1416010
ENSG00000083807	SLC27A5	1415593
ENSG00000204237	OXLD1	1415580
ENSG00000139233	LLPH	1415514
ENSG00000117751	PPP1R8	1415195
ENSG00000111145	ELK3	1414275
ENSG00000177192	PUS1	1414246
ENSG00000233766	CAVIN2-AS1	1414089
ENSG00000174428	GTF2IRD2B	1413978
ENSG00000006837	CDKL3	1413783
ENSG00000122254	HS3ST2	1413779
ENSG00000065675	PRKCQ	1413513
ENSG00000117477	CCDC181	1413281
ENSG00000171943	SRGAP2C	1412826
ENSG00000133028	SCO1	1412180
ENSG00000134262	AP4B1	1411117
ENSG00000132254	ARFIP2	1411090
ENSG00000151640	DPYSL4	1410964
ENSG00000117385	P3H1	1410917
ENSG00000135124	P2RX4	1410887
ENSG00000227057	WDR46	1410837
ENSG00000231728	TMSB15B-AS1	1410653
ENSG00000137413	TAF8	1410390
ENSG00000067191	CACNB1	1409974
ENSG00000126768	TIMM17B	1409802
ENSG00000135926	TMBIM1	1409726
ENSG00000106305	AIMP2	1409702
ENSG00000197375	SLC22A5	1409104
ENSG00000235944	ZNF815P	1408971
ENSG00000054392	HHAT	1408361
ENSG00000116237	ICMT	1406841
ENSG00000023445	BIRC3	1405977
ENSG00000136273	HUS1	1405655
ENSG00000107731	UNC5B	1405408
ENSG00000258484	SPESP1	1405009
ENSG00000106477	CEP41	1404943
ENSG00000179292	TMEM151A	1404885
ENSG00000081059	TCF7	1404691
ENSG00000203780	FANK1	1404575
ENSG00000130202	NECTIN2	1404112
ENSG00000213672	NCKIPSD	1403158
ENSG00000277400	ENSG00000277400.1	1403045
ENSG00000058729	RIOK2	1402745
ENSG00000134780	DAGLA	1402719
ENSG00000260918	ENSG00000260918.1	1402670
ENSG00000181396	OGFOD3	1402636
ENSG00000149483	TMEM138	1402630
ENSG00000168778	TCTN2	1402512
ENSG00000073605	GSDMB	1402347
ENSG00000147872	PLIN2	1401796
ENSG00000135899	SP110	1401166
ENSG00000198695	MT-ND6	1400784
ENSG00000104774	MAN2B1	1399935
ENSG00000231999	LRRC8C-DT	1399069
ENSG00000188234	AGAP4	1398880
ENSG00000255476	ENSG00000255476.1	1398635
ENSG00000172889	EGFL7	1398384
ENSG00000114790	ARHGEF26	1397932
ENSG00000149930	TAOK2	1397909
ENSG00000160360	GPSM1	1397883
ENSG00000143374	TARS2	1397392
ENSG00000251513	LIX1-AS1	1397390
ENSG00000157873	TNFRSF14	1397384
ENSG00000168939	SPRY3	1397312
ENSG00000223501	VPS52	1397000
ENSG00000270344	POC1B-AS1	1396868
ENSG00000140323	DISP2	1396865
ENSG00000188659	SAXO2	1396449
ENSG00000164930	FZD6	1396378
ENSG00000204314	PRRT1	1396359
ENSG00000243716	NPIPB5	1396255
ENSG00000151876	FBXO4	1396089
ENSG00000087152	ATXN7L3	1395092
ENSG00000126088	UROD	1394443
ENSG00000246273	SBF2-AS1	1394329
ENSG00000167645	YIF1B	1394081
ENSG00000112245	PTP4A1	1393600
ENSG00000133985	TTC9	1393418
ENSG00000176401	EID2B	1393329
ENSG00000233184	DPH5-DT	1393294
ENSG00000277147	LINC00869_ENSG00000277147	1393219
ENSG00000164483	SAMD3	1393188
ENSG00000139718	SETD1B	1393139
ENSG00000240857	RDH14	1393048
ENSG00000232648	ING2-DT	1392945
ENSG00000171606	ZNF274	1391910
ENSG00000129250	KIF1C	1391737
ENSG00000237188	ENSG00000237188.5	1391422
ENSG00000162298	SYVN1	1391365
ENSG00000132196	HSD17B7	1391245
ENSG00000175899	A2M	1391165
ENSG00000196873	ZNG1C	1391138
ENSG00000042781	USH2A	1390595
ENSG00000126391	FRMD8	1390578
ENSG00000124749	COL21A1	1390486
ENSG00000153140	CETN3	1390298
ENSG00000155660	PDIA4	1389672
ENSG00000049769	PPP1R3F	1389352
ENSG00000126368	NR1D1	1389317
ENSG00000203279	ENSG00000203279.6	1389221
ENSG00000131115	ZNF227	1389099
ENSG00000256654	ENSG00000256654.4	1389031
ENSG00000070729	CNGB1	1388685
ENSG00000169031	COL4A3	1388617
ENSG00000237190	CDKN2AIPNL	1388531
ENSG00000228010	ENSG00000228010.6	1388448
ENSG00000215256	DHRS4-AS1	1387953
ENSG00000118514	ALDH8A1	1387682
ENSG00000180917	CMTR2	1387250
ENSG00000107438	PDLIM1	1387008
ENSG00000255794	RMST	1386663
ENSG00000184307	ZDHHC23	1386024
ENSG00000236790	LINC00299	1385992
ENSG00000197122	SRC	1385960
ENSG00000163807	KIAA1143	1385932
ENSG00000121680	PEX16	1385648
ENSG00000111799	COL12A1	1385430
ENSG00000142794	NBPF3	1385391
ENSG00000132275	RRP8	1385129
ENSG00000106714	CNTNAP3	1385082
ENSG00000134697	GNL2	1384968
ENSG00000100241	SBF1	1384876
ENSG00000175482	POLD4	1384773
ENSG00000115226	FNDC4	1384686
ENSG00000163462	TRIM46	1384603
ENSG00000114779	ABHD14B	1384423
ENSG00000244625	MIATNB	1384344
ENSG00000263958	NETO1-DT	1383703
ENSG00000214706	IFRD2	1383447
ENSG00000198858	R3HDM4	1383436
ENSG00000000460	C1orf112	1383051
ENSG00000182986	ZNF320	1383021
ENSG00000167272	POP5	1383019
ENSG00000008517	IL32	1382874
ENSG00000008130	NADK	1382656
ENSG00000109881	CCDC34	1382601
ENSG00000104870	FCGRT	1382577
ENSG00000162728	KCNJ9	1382558
ENSG00000121966	CXCR4	1381907
ENSG00000136710	CCDC115	1381140
ENSG00000128567	PODXL	1380863
ENSG00000168067	MAP4K2	1380067
ENSG00000153443	UBALD1	1379682
ENSG00000180329	CCDC43	1379671
ENSG00000149131	SERPING1	1379565
ENSG00000174243	DDX23	1379002
ENSG00000076555	ACACB	1378889
ENSG00000239642	MEIKIN	1378650
ENSG00000110801	PSMD9	1378566
ENSG00000104044	OCA2	1378554
ENSG00000152926	ZNF117	1378549
ENSG00000188483	IER5L	1378248
ENSG00000124251	TP53TG5	1378130
ENSG00000172888	ZNF621	1377786
ENSG00000165389	SPTSSA	1377736
ENSG00000164512	ANKRD55	1377681
ENSG00000162878	PKDCC	1377567
ENSG00000011422	PLAUR	1377517
